"AdministrativeDivision","Country","GeoPosition","ConfirmedCases","RecoveredCases","Deaths"
"Entity[""AdministrativeDivision"", {""Qinghai"", ""China""}]","Entity[""Country"", ""China""]","GeoPosition[{35.65945, 96.02564}]","TemporalData[TimeSeries, {{{0, 0, 0, 1, 1, 6, 6, 6, 8, 8, 9, 11, 13, 15, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 5, 9, 11, 11, 13, 13, 13, 15, 16, 16, 18, 18, 18, 18}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""Vietnam""]","GeoPosition[{21.0278, 105.8342}]","TemporalData[TimeSeries, {{{0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 8, 8, 8, 10, 10, 13, 13, 14, 15, 15, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 14, 14, 14, 14}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""Germany""]","GeoPosition[{51.1657, 10.4515}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 1, 4, 4, 4, 5, 8, 10, 12, 12, 12, 12, 13, 13, 14, 14, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 12, 12, 12, 14, 14, 14, 14}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""UnitedKingdom""]","GeoPosition[{55.3781, -3.436}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 13}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""UnitedArabEmirates""]","GeoPosition[{23.4241, 53.8478}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 7, 7, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 13, 13, 13}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""France""]","GeoPosition[{46.2276, 2.2137}]","TemporalData[TimeSeries, {{{0, 0, 2, 3, 3, 3, 4, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 11, 11, 11, 11, 11, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Entity[""AdministrativeDivision"", {""Macau"", ""Macau""}]","Entity[""Country"", ""Macau""]","GeoPosition[{22.1987, 113.5439}]","TemporalData[TimeSeries, {{{1, 2, 2, 2, 5, 6, 7, 7, 7, 7, 7, 8, 8, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 5, 5, 5, 5, 6, 6, 6, 6, 6}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""FromDiamondPrincessCruiseShip""]","Entity[""Country"", ""Australia""]","GeoPosition[{35.4437, 139.638}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 7, 7}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Entity[""AdministrativeDivision"", {""BritishColumbia"", ""Canada""}]","Entity[""Country"", ""Canada""]","GeoPosition[{49.2827, -123.121}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 6, 6, 6, 6}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Entity[""AdministrativeDivision"", {""Queensland"", ""Australia""}]","Entity[""Country"", ""Australia""]","GeoPosition[{-27.4698, 153.0251}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 3, 2, 2, 3, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Entity[""AdministrativeDivision"", {""Victoria"", ""Australia""}]","Entity[""Country"", ""Australia""]","GeoPosition[{-37.8136, 144.9631}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 1, 1, 1, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Entity[""AdministrativeDivision"", {""NewSouthWales"", ""Australia""}]","Entity[""Country"", ""Australia""]","GeoPosition[{-33.8688, 151.2093}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""Philippines""]","GeoPosition[{12.8797, 121.774}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""India""]","GeoPosition[{20.5937, 78.9629}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
"Missing[""NotAvailable""]","Entity[""Country"", ""Spain""]","GeoPosition[{40.4637, -3.7492}]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]","TemporalData[TimeSeries, {{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}}, {TemporalData`DateSpecification[{2020, 1, 22, 0, 0, 0.}, {2020, 2, 24, 0, 0, 0.}, {1, ""Day""}]}, 1, {""Continuous"", 1}, {""Discrete"", 1}, 1, {ValueDimensions -> 1, DateFunction -> Automatic, ResamplingMethod -> {""Interpolation"", InterpolationOrder -> 1}}}, True, 12.]"
